0	-0.263459
0.002	-0.0791921
0.004	-0.131977
0.006	-0.152598
0.008	-0.0267906
0.01	-0.178769
0.012	-0.179617
0.014	-0.250523
0.016	-0.353264
0.018	-0.243749
0.02	-0.204997
0.022	-0.206337
0.024	-0.133774
0.026	-0.154424
0.028	-0.150585
0.03	-0.181216
0.032	-0.260942
0.034	-0.242396
0.036	-0.153875
0.038	-0.247012
0.04	-0.122546
0.042	-0.10323
0.044	-0.0867248
0.046	-0.0478931
0.048	-0.174186
0.05	-0.103482
0.052	-0.229783
0.054	-0.181099
0.056	-0.291859
0.058	-0.205846
0.06	-0.30517
0.062	-0.176328
0.064	-0.110938
0.066	-0.0956684
0.068	-0.0899818
0.07	-0.138909
0.072	-0.231236
0.074	-0.270529
0.076	-0.235659
0.078	-0.244898
0.08	-0.112948
0.082	-0.162603
0.084	-0.106111
0.086	-0.142337
0.088	-0.110708
0.09	-0.125948
0.092	-0.331924
0.094	-0.270766
0.096	-0.233078
0.098	-0.281209
0.1	-0.280135
0.102	-0.108995
0.104	-0.145944
0.106	-0.047145
0.108	-0.163828
0.11	-0.293341
0.112	-0.240788
0.114	-0.242376
0.116	-0.23235
0.118	-0.276776
0.12	-0.164794
0.122	-0.228903
0.124	-0.104712
0.126	-0.0411334
0.128	-0.139303
0.13	-0.0651205
0.132	-0.236853
0.134	-0.215108
0.136	-0.349655
0.138	-0.264484
0.14	-0.180478
0.142	-0.218401
0.144	-0.137249
0.146	-0.129307
0.148	-0.128361
0.15	-0.141907
0.152	-0.259437
0.154	-0.218558
0.156	-0.24491
0.158	-0.270417
0.16	-0.238049
0.162	-0.135027
0.164	-0.117762
0.166	-0.0674661
0.168	-0.047898
0.17	-0.117961
0.172	-0.110231
0.174	-0.25323
0.176	-0.184288
0.178	-0.998937
0.18	2.08704
0.182	1.48795
0.184	1.38128
0.186	1.11305
0.188	1.25534
0.19	1.02655
0.192	1.00936
0.194	0.971271
0.196	0.930958
0.198	1.03236
0.2	0.97523
0.202	1.11624
0.204	1.03056
0.206	1.14452
0.208	1.05468
0.21	0.923463
0.212	1.00014
0.214	1.01442
0.216	0.804839
0.218	0.932605
0.22	0.860996
0.222	1.00747
0.224	0.989007
0.226	1.09991
0.228	0.897297
0.23	1.04848
0.232	0.95662
0.234	0.968518
0.236	0.973974
0.238	0.900955
0.24	0.976875
0.242	1.03297
0.244	1.07616
0.246	1.02925
0.248	1.10423
0.25	0.994203
0.252	0.923514
0.254	0.886488
0.256	0.949213
0.258	0.896393
0.26	0.963297
0.262	1.06713
0.264	1.08386
0.266	1.08747
0.268	1.05701
0.27	1.08119
0.272	0.922439
0.274	0.944998
0.276	0.845372
0.278	0.965829
