0	-1.11551
0.002	-0.955034
0.004	-1.04943
0.006	-0.959843
0.008	-1.0114
0.01	-1.06838
0.012	-1.0206
0.014	-1.03875
0.016	-1.00808
0.018	-1.01112
0.02	-0.997425
0.022	-0.987786
0.024	-0.919251
0.026	-1.10753
0.028	-0.865328
0.03	-1.11546
0.032	-0.99021
0.034	-0.995202
0.036	-0.906231
0.038	-1.07773
0.04	-0.919167
0.042	-1.07635
0.044	-1.02535
0.046	-1.06915
0.048	-1.05756
0.05	-1.03842
0.052	-0.959576
0.054	-1.02389
0.056	-1.04687
0.058	-1.09691
0.06	-0.993811
0.062	-1.01613
0.064	-1.01727
0.066	-1.11564
0.068	-1.09013
0.07	-1.03663
0.072	-1.00702
0.074	-0.994083
0.076	-1.11827
0.078	-1.08981
0.08	-1.00783
0.082	-1.00711
0.084	-1.02607
0.086	-1.07115
0.088	-1.01722
0.09	-1.08865
0.092	-1.09191
0.094	-0.994303
0.096	-1.14807
0.098	-1.08941
0.1	-0.978941
0.102	-1.05074
0.104	-0.975939
0.106	-0.927901
0.108	-0.990734
0.11	-1.04691
0.112	-1.03258
0.114	-0.952633
0.116	-1.03447
0.118	-1.06907
0.12	-0.875905
0.122	-0.94326
0.124	-0.940973
0.126	-1.01958
0.128	-1.00732
0.13	-0.999173
0.132	-0.965697
0.134	-1.01011
0.136	-1.06269
0.138	-0.991465
0.14	-0.912542
0.142	-0.968659
0.144	-1.052
0.146	-1.07661
0.148	-1.00431
0.15	-1.02911
0.152	-0.878747
0.154	-1.09521
0.156	-1.00598
0.158	-0.95917
0.16	-1.11618
0.162	-1.25144
0.164	-0.983456
0.166	-1.03876
0.168	-1.03073
0.17	-1.06663
0.172	-0.923662
0.174	-1.13897
0.176	-0.94385
0.178	-12.8087
0.18	14.5164
0.182	13.4084
0.184	13.39
0.186	13.2151
0.188	13.3504
0.19	13.3409
0.192	13.3271
0.194	13.3924
0.196	13.3936
0.198	13.6151
0.2	13.7048
0.202	13.6224
0.204	13.7056
0.206	13.7003
0.208	13.7131
0.21	13.5329
0.212	14.0299
0.214	13.9513
0.216	13.8864
0.218	13.9852
0.22	14.0303
0.222	13.9937
0.224	14.1109
0.226	14.1481
0.228	13.8742
0.23	14.0661
0.232	14.3508
0.234	14.3263
0.236	14.3367
0.238	14.4017
0.24	14.6295
0.242	14.3995
0.244	14.5471
0.246	14.421
0.248	14.5092
0.25	14.7693
0.252	14.6753
0.254	14.5612
0.256	14.7172
0.258	14.9573
0.26	14.8564
0.262	14.8292
0.264	15.077
0.266	14.9563
0.268	15.1468
0.27	15.3108
0.272	15.2215
0.274	15.3164
0.276	15.4062
0.278	15.2909
0.28	15.2607
0.282	15.5293
0.284	15.548
0.286	15.5236
0.288	15.6618
0.29	15.5475
0.292	15.5884
0.294	15.6985
0.296	15.9175
0.298	15.7323
0.3	15.9617
0.302	15.9645
0.304	16.1871
0.306	16.0255
0.308	16.1393
0.31	16.3096
0.312	16.42
0.314	16.2469
0.316	16.3743
0.318	16.4631
0.32	16.552
0.322	16.5557
0.324	16.6077
0.326	16.812
0.328	16.7113
0.33	16.6861
0.332	16.7258
0.334	16.7691
0.336	16.658
0.338	16.9746
0.34	17.0519
0.342	17.2402
0.344	17.2688
0.346	17.402
0.348	17.3925
0.35	17.2935
0.352	17.6779
0.354	17.476
0.356	17.9672
0.358	17.642
0.36	17.7603
0.362	17.7256
0.364	18.1046
0.366	18.0208
0.368	18.0812
0.37	18.2047
0.372	18.1346
0.374	18.4931
0.376	18.4872
0.378	18.4908
0.38	18.7306
0.382	18.6669
0.384	18.7702
0.386	18.8272
0.388	19.1575
0.39	19.0416
0.392	19.0127
0.394	19.1963
0.396	19.3926
0.398	19.208
0.4	19.2792
0.402	19.3675
0.404	19.7233
0.406	20.0062
0.408	19.7964
0.41	19.8149
0.412	19.8866
0.414	19.9713
0.416	20.0887
0.418	20.0935
0.42	20.194
0.422	20.2511
0.424	20.3473
0.426	20.6194
0.428	20.7614
0.43	20.695
0.432	20.7746
0.434	21.0886
0.436	21.1677
0.438	21.0941
0.44	21.3424
0.442	21.2022
0.444	21.369
0.446	21.5499
0.448	21.6544
0.45	21.6441
0.452	21.6144
0.454	21.7939
0.456	21.7228
0.458	22.1827
0.46	22.3174
0.462	22.3588
0.464	22.6154
0.466	22.708
0.468	22.5758
0.47	22.7297
0.472	22.84
0.474	22.958
0.476	22.9004
0.478	23.0814
0.48	23.388
0.482	23.0583
0.484	23.414
0.486	23.337
0.488	23.6428
0.49	23.7437
0.492	23.8846
0.494	23.7862
0.496	23.9796
0.498	24.3417
0.5	24.4697
0.502	24.4679
0.504	24.6578
0.506	24.6675
0.508	24.6042
0.51	24.7835
0.512	25.071
0.514	25.2546
0.516	25.3097
0.518	25.6091
0.52	25.5645
0.522	25.4616
0.524	25.7764
0.526	25.8452
0.528	25.9619
0.53	25.9615
0.532	26.0499
0.534	26
0.536	26.2253
0.538	26.3563
0.54	26.6402
0.542	26.3573
0.544	26.8006
0.546	26.8626
0.548	27.0104
0.55	26.9265
0.552	27.3115
0.554	27.0594
0.556	27.5794
0.558	27.5123
0.56	27.6178
0.562	27.8955
0.564	28.049
0.566	28.4191
0.568	28.4794
0.57	28.3459
0.572	28.5867
0.574	28.5705
0.576	28.7875
0.578	28.864
0.58	28.9381
0.582	29.3699
0.584	29.3513
0.586	29.16
0.588	29.3771
0.59	29.6411
0.592	29.5813
0.594	29.7407
0.596	29.8007
0.598	30.1252
0.6	30.0187
0.602	30.1334
0.604	30.5417
0.606	30.7756
0.608	30.6465
0.61	30.6824
0.612	31.2269
0.614	30.9758
0.616	31.2738
0.618	31.2561
0.62	31.0147
0.622	31.4681
0.624	31.4146
0.626	31.8359
0.628	31.7432
0.63	31.716
0.632	31.8778
0.634	31.8471
0.636	32.1862
0.638	32.5495
0.64	32.5289
0.642	32.631
0.644	32.8912
0.646	32.9767
0.648	33.0637
0.65	33.0712
0.652	33.4117
0.654	33.1552
0.656	33.4193
0.658	33.7474
0.66	33.8743
0.662	33.6701
0.664	34.0083
0.666	34.1889
0.668	34.0777
0.67	34.3117
0.672	34.5038
0.674	34.4696
0.676	34.3937
0.678	34.4395
0.68	34.7547
0.682	35.0399
0.684	35.161
0.686	35.2184
0.688	35.4456
0.69	35.6549
0.692	35.6918
0.694	35.6183
0.696	35.9338
0.698	35.9623
0.7	35.924
0.702	36.0583
0.704	36.5992
0.706	36.7147
0.708	36.5052
0.71	36.7672
0.712	37.2116
0.714	37.3906
0.716	37.3461
0.718	37.4572
0.72	37.5914
0.722	37.4244
0.724	37.8326
0.726	37.9145
0.728	37.9359
0.73	38.2875
0.732	38.5765
0.734	38.3471
0.736	38.7752
0.738	38.9746
0.74	39.0625
0.742	38.9898
0.744	39.0586
